SVFNR,POSTNR,HEITI_NF,HEITI_TGF,HUSMERKING
8717,816,Víkursandur,Víkursandi,24
8614,851,Heiðarbakki,Heiðarbakka,
8614,851,Þingskálar,Þingskálum,
7400,701,Ás,Ási,
7400,701,Hleinargarður,Hleinargarði,
4502,381,Illugastaðir,Illugastöðum,
4502,381,Barmur,Barmi,
6710,686,Sóleyjarvellir,Sóleyjarvöllum,
6710,681,Staðarsel,Staðarseli,
8509,881,Gröf,Gröf,
8614,851,Hellisholt,Hellisholti,
8614,851,Grásteinsholt,Grásteinsholti,
8614,851,Raftholt,Raftholti,
8614,851,Burstabrekka,Burstabrekku,
8614,851,Lýtingsstaðir,Lýtingsstöðum,
8614,851,Lýtingsstaðir,Lýtingsstöðum,
2510,245,Bárusker,Báruskeri,8C
8721,806,Sóltún,Sóltúni,
3609,311,Fauskás,Fauskás,15
8719,805,Svínavatn,Svínavatni,
8200,800,Gráhella,Gráhellu,4
0000,102,Nauthólsvegur,Nauthólsvegi,58J
0000,102,Nauthólsvegur,Nauthólsvegi,58I
0000,102,Nauthólsvegur,Nauthólsvegi,58G
0000,105,Laugarnesvegur,Laugarnesvegi,85
0000,101,Hverfisgata,Hverfisgötu,75B
0000,101,Vesturgata,Vesturgötu,19b
0000,101,Þórsgata,Þórsgötu,26
0000,101,Þórsgata,Þórsgötu,24
0000,113,Sjafnarbrunnur,Sjafnarbrunni,1
0000,162,Varmadalur,Varmadal,
1300,210,Urriðaholt,Urriðaholti,
1604,270,Lágafell,Lágafelli,
1604,270,Lerkibyggð,Lerkibyggð,1A
1604,270,Tungumelar,Tungumelum,
1604,270,Korputún,Korputúni,
1604,270,Lágafell,Lágafelli,
1604,270,Lágafell,Lágafelli,
1604,270,Lágafell,Lágafelli,
1604,270,Lágafell,Lágafelli,
1604,270,Lágafell,Lágafelli,
1604,270,Lágafell,Lágafelli,
1604,271,Selvatnsvegur,Selvatnsvegi,51
1604,271,Selvatnsvegur,Selvatnsvegi,47
1604,271,Selvatnsvegur,Selvatnsvegi,45
1604,271,Efri-Hvoll,Efri-Hvoli,
1606,276,Sytra,Sytru,
1606,276,Lækur,Læk,5
1606,276,Kjósarrétt,Kjósarrétt,
2000,233,Stapafell,Stapafelli,
2000,230,Berghólabraut,Berghólabraut,7A
2000,230,Hvalvík,Hvalvík,6
2000,230,Hvalvík,Hvalvík,8
2000,262,Dreifistöð,Dreifistöð,
5508,531,Arnarvatnsheiði,Arnarvatnsheiði,
1606,276,Þúfa,Þúfu,27
7400,701,Sumarbústaður,Sumarbústað,
1000,203,Sólarhvarf,Sólarhvarfi,11
8721,806,Lækjarhvammur,Lækjarhvammi,
6515,604,Dagverðareyri,Dagverðareyri,
6515,604,Dagverðareyri,Dagverðareyri,
3511,301,Ásvellir,Ásvöllum,6
7300,741,Hólar,Hólum,
7300,741,Hólar,Hólum,
1300,210,Garðatorg,Garðatorgi,4a
1300,210,Garðatorg,Garðatorgi,7B
1300,210,Garðatorg,Garðatorgi,6
6601,606,Laugartún,Laugartúni,3
4911,511,Gilsstaðir,Gilsstöðum,
3609,311,Klausturtunga,Klausturtungu,
0000,162,Leiruvegur,Leiruvegi,10
0000,162,Leiruvegur,Leiruvegi,14
4911,511,Gilsstaðir,Gilsstöðum,
7400,766,Lindarbrekka,Lindarbrekku,2
4100,415,Aðalstræti,Aðalstræti,23
4100,415,Grundargarður,Grundargarði,
4100,416,Meiri-Hlíð,Meiri-Hlíð,
4100,416,Þjóðólfshagi,Þjóðólfshaga,
3716,340,Nýrækt,Nýrækt,1
3716,340,Nýrækt,Nýrækt,2
3716,340,Nýrækt,Nýrækt,5
3716,340,Nýrækt,Nýrækt,9
3716,340,Nýrækt,Nýrækt,13
3716,340,Nýrækt,Nýrækt,19
3716,340,Nýrækt,Nýrækt,15
3716,340,Nýrækt,Nýrækt,17
3716,340,Nýrækt,Nýrækt,20
3716,340,Nýrækt,Nýrækt,23
3716,340,Nýrækt,Nýrækt,27
3716,340,Nýrækt,Nýrækt,29
3716,340,Nýrækt,Nýrækt,31
3716,340,Nýrækt,Nýrækt,33
3716,340,Nýrækt,Nýrækt,35
5716,561,Kúskerpi,Kúskerpi,
8719,805,Baulurimi,Baulurima,3
8613,861,Eyvindarholt,Eyvindarholti,
3609,311,Kot,Koti,
6613,641,Múli,Múla,3
8613,860,Nýbýlavegur,Nýbýlavegi,50
8200,800,Bjarmaland,Bjarmalandi,12
3811,370,Sunnubraut,Sunnubraut,17
1000,201,Arnarsmári,Arnarsmára,36a
1000,200,Fannborg,Fannborg,6
3609,311,Oddi,Odda,
8200,800,Bjarmaland,Bjarmalandi,14
8200,800,Bjarmaland,Bjarmalandi,15
8200,800,Bjarmaland,Bjarmalandi,18
8200,800,Bjarmaland,Bjarmalandi,20
2000,260,Dísardalur,Dísardal,6F
8722,803,Þjórsárbraut,Þjórsárbraut,1
8508,871,Reynisfjara,Reynisfjöru,
8509,881,Eldgjá,Eldgjá,
8509,881,Hólaskjól,Hólaskjóli,
3709,351,Látravík,Látravík,1
3716,341,Helguvík,Helguvík,
8401,781,Bjarnanes,Bjarnanesi,
8613,861,Flugtún,Flugtúni,3
8613,861,Flugtún,Flugtúni,4
1000,200,Hafnarbraut,Hafnarbraut,18A
8720,804,Engjateigur,Engjateigi,3
2506,190,Hrafnaborg,Hrafnaborg,
8200,800,Akraland,Akralandi,2
8200,800,Akraland,Akralandi,18
1604,270,Uglugata,Uglugötu,28
8200,800,Laxalækur,Laxalæk,18
8509,880,Skaftárvellir,Skaftárvöllum,26D
8509,880,Skaftárvellir,Skaftárvöllum,26E
1000,200,Hafnarbraut,Hafnarbraut,18B
1604,271,Nesjavallaæð,Nesjavallaæð,
6000,600,Jóninnuhagi,Jóninnuhaga,4
1000,201,Arnarsmári,Arnarsmára,36
8200,800,Hulduland,Huldulandi,2
8200,800,Hulduland,Huldulandi,24
5508,531,Gnýsstaðir,Gnýsstöðum,
4200,471,Neðsti-Hvammur,Neðsta-Hvammi,2
4200,471,Ytri Hús,Ytri Húsum,
4604,460,Innsta-Tunga,Innstu-Tungu,
4604,461,Höfðadalur,Höfðadal,
4604,451,Heimabær,Heimabæ,1
4901,524,Gjögur,Gjögri,4
4911,510,Hólmavík,Hólmavík,
5716,551,Veðramótspartur,Veðramótsparti,
5716,551,Ártún,Ártúni,
2506,191,Efri Brunnastaðir,Efri Brunnastöðum,2
1000,203,Auðnukór,Auðnukór,4
8401,785,Hnappavellir,Hnappavöllum,1
1000,200,Hlégerði,Hlégerði,15
6613,660,Vogar,Vogum,3
1000,200,Hlégerði,Hlégerði,8
1000,200,Hrauntunga,Hrauntungu,103
6000,600,Kaupvangsstræti,Kaupvangsstræti,14
1604,270,Bugðufljót,Bugðufljóti,6
1604,270,Bugðufljót,Bugðufljóti,6
1604,270,Bugðufljót,Bugðufljóti,6
1604,270,Bugðufljót,Bugðufljóti,6
1604,270,Bugðufljót,Bugðufljóti,6
4200,471,Kjaranstaðir,Kjaranstöðum,
1400,221,Borgahella,Borgahellu,25E
7400,701,Versalir,Versölum,6b
8509,880,Iðjuvellir,Iðjuvöllum,2
3511,301,Leirárland,Leirárlandi,
8614,850,Baugalda,Baugöldu,11b
6100,671,Gilsbakki-Gilhagi,Gilsbakka-Gilhaga,
8200,800,Gráhella,Gráhellu,12
8200,800,Móhella,Móhellu,13
1300,210,Vinastræti,Vinastræti,16
1000,200,Naustavör,Naustavör,56
2000,260,Dalsbraut,Dalsbraut,11
1400,221,Borgahella,Borgahellu,25F
8200,801,Ræktunarland B,Ræktarlandi B,
1400,220,Stapahraun,Stapahrauni,1A
1400,221,Borgahella,Borgahellu,25I
6613,645,Mýri,Mýri,
8720,804,Þrándarholt,Þrándarholti,5
8720,804,Þrándarholt,Þrándarholti,5
6400,621,Stærri-Árskógur,Stærri-Árskógi,
6000,600,Kaldbaksgata,Kaldbaksgötu,2
3609,320,Bjarnastaðir (svæði 2),Bjarnastöðum (svæði 2),5
3609,320,Runnabyggð,Runnabyggð,1
3609,320,Runnabyggð,Runnabyggð,8
8613,860,Gunnarsgerði,Gunnarsgerði,1A
8613,860,Gunnarsgerði,Gunnarsgerði,2a
8613,860,Gunnarsgerði,Gunnarsgerði,7a
8613,860,Gunnarsgerði,Gunnarsgerði,8
8613,860,Gunnarsgerði,Gunnarsgerði,3a
8613,860,Gunnarsgerði,Gunnarsgerði,4a
5716,550,Iðutún,Iðutúni,3
3511,301,Birkihlíð,Birkihlíð,28
2510,245,Bárusker,Báruskeri,8D
4200,400,Fossar,Fossum,
8613,860,Gunnarsgerði,Gunnarsgerði,5a
8613,860,Gunnarsgerði,Gunnarsgerði,6a
8613,860,Gunnarsgerði,Gunnarsgerði,9
8613,860,Gunnarsgerði,Gunnarsgerði,10
8613,860,Dufþaksbraut,Dufþaksbraut,6
8613,860,Gunnarsgerði,Gunnarsgerði,2h
1604,270,Vefarastræti,Vefarastræti,32
8401,781,Borgey,Borgey,
1400,221,Borgahella,Borgahellu,25K
8508,870,Strandvegur,Strandvegi,28
4200,426,Holt,Holti,2
6000,603,Síðubraut,Síðubraut,1
6513,605,Hólmatröð,Hólmatröð,3B
1606,276,Sesseljutún,Sesseljutúni,
1606,276,Blómsturvellir,Blómsturvöllum,1
2000,262,Dreifistöð,Dreifistöð,
2300,241,Melstaður,Melstað,
2300,241,Stapafell,Stapafelli,
2300,241,Húsatóftir Eldvörp,Húsatóftum Eldvörpum,
2300,241,Þorkötlustaðir,Þorkötlustöðum,
2300,241,Þorkötlustaðir,Þorkötlustöðum,
2300,241,Hópsheiði,Hópsheiði,
7400,701,Sumarbústaður,Sumarbústaði,
2300,241,Þorkötlustaðir,Þorkötlustaðum,
2300,241,Aðveitustöð,Aðveitustöð,
2510,246,Bárugerði,Bárugerði,1
2510,245,Bæjarsker,Bæjarskeri,
2000,260,Njarðarbraut,Njarðarbraut,5
2510,245,Bæjarsker,Bæjarskeri,
2510,246,Bæjarsker,Bæjarskeri,
2506,190,Iðndalur,Iðndal,10A
3000,300,Skagabraut,Skagabraut,41A
3000,300,Vogar,Vogum,
3000,300,Elínarvegur,Elínarvegi,13A
3000,300,Æðaroddi,Æðarodda,
3000,300,Ketilsflöt,Ketilsflöt,4
3000,300,Garðaholt,Garðaholti,3A
3506,311,Dagverðarnes,Dagverðarnesi,129
3506,311,Grund,Grund,2
4200,400,Hlíðarvegur,Hlíðarvegi,51
4200,410,Heiðarbraut,Heiðarbraut,15
3511,301,Litli-Sandur,Litla-Sandi,
3511,301,Litli Sandur,Litla Sandi,
3511,301,Hrafnabjargaland,Hrafnabjargalandi,
3511,301,Stóra-Fellsöxl,Stóru-Fellsöxl,
3609,311,Hermundarstaðaafréttur,Hermundarstaðaafrétti,
3609,311,Forni-Hvammur,Forna-Hvammi,
3609,311,Hreðavatnsl,Hreðavatnsl,
7400,701,Sumarbústaður,Sumarbústaði,
7400,701,Hjallaskógur/,Hjallaskógi,
7400,701,Hjallaskógur,Hjallaskógi,8
8613,861,Berjanes,Berjanesi,
5716,551,Álfholt,Álfholti,
5716,551,Geitaberg,Geitabergi,
5716,551,Hamar,Hamri,4
5716,566,Gröf,Gröf,
2000,260,Njarðarbraut,Njarðarbraut,5
8614,851,Svínhagi SH,Svínhaga,16B
6613,645,Sesseljubúð,Sesseljubúð,
3511,301,Vallanes,Vallanesi,1
2000,262,Bogabraut,Bogabraut,961E
6000,600,Margrétarhagi,Margrétarhaga,5
8200,800,Sílalækur,Sílalæk,16
1000,200,Melgerði,Melgerði,36
2000,260,Fitjabraut,Fitjabraut,26A
2000,260,Fitjabraut,Fitjabraut,26C
8200,800,Kelduland,Keldulandi,21
6601,606,Fagrabrekka,Fögrubrekku,
8716,810,Árhólmar,Árhólmum,8
5613,540,Ræktað land nr.,Ræktað land nr.,96
5613,540,Ræktað land nr.,Ræktað land nr.,96B
5613,540,Ræktað land nr.,Ræktað land nr.,96A
1000,203,Vatnsendahvarf,Vatnsendahvarfi,1
6100,641,Saltvík,Saltvík,B
6100,641,Saltvík,Saltvík,C
1000,200,Kastalagerði,Kastalagerði,5
1000,200,Lyngheiði,Lyngheiði,18
1000,200,Hjallabrekka,Hjallabrekku,7
1000,200,Hjallabrekka,Hjallabrekku,19
1000,200,Þinghólsbraut,Þinghólsbraut,12
1000,200,Víðihvammur,Víðihvammi,12
1000,200,Víðihvammur,Víðihvammi,22
1000,200,Fagrabrekka,Fögrubrekku,45
1000,200,Álfabrekka,Álfabrekku,15
1000,200,Þinghólsbraut,Þinghólsbraut,11
7400,766,Bragðavellir,Bragðavöllum,
0000,109,Stekkjarbakki,Stekkjarbakka,11
7400,710,Múlavegur,Múlavegi,55
4604,465,Járnhóll,Járnhóli,13
1300,210,Sjávargrund,Sjávargrund,10B
6100,671,Ærlækur,Ærlæk,2
8717,816,Klettar,Klettum,
1604,270,Völuteigur,Völuteigi,21C
1604,270,Völuteigur,Völuteigi,21D
2000,260,Bjarkardalur,Bjarkardal,22A
1300,210,Sjávargrund,Sjávargrund,
1300,210,Sjávargrund,Sjávargrund,12B
1300,210,Sjávargrund,Sjávargrund,13B
1300,210,Sjávargrund,Sjávargrund,15B
1300,210,Sjávargrund,Sjávargrund,2B
1300,210,Sjávargrund,Sjávargrund,3B
1300,210,Sjávargrund,Sjávargrund,4B
1300,210,Sjávargrund,Sjávargrund,5B
1300,210,Sjávargrund,Sjávargrund,7B
1300,210,Sjávargrund,Sjávargrund,8B
1300,210,Sjávargrund,Sjávargrund,9B
8613,861,Efri-Hóll,Efra-Hóli,2
1300,225,Grásteinsmýri,Grásteinsmýri,1C
1300,225,Grásteinsmýri,Grásteinsmýri,1E
0000,101,Frakkastígur,Frakkastíg,8
8716,810,Heiðmörk,Heiðmörk,47B
0000,112,Árleynir,Árleyni,2A
8614,851,Lækjarstígur,Lækjarstíg,9
8614,851,Hofstígur,Hofstíg,33
8614,851,Hofstígur,Hofstíg,21
8614,851,Hofstígur,Hofstíg,6
8614,851,Hofstígur,Hofstíg,25
8614,851,Hofstígur,Hofstíg,11
8614,851,Lækjarstígur,Lækjarstíg,5
8614,851,Lækjarstígur,Lækjarstíg,4A
8614,851,Lækjarstígur,Lækjarstíg,1
8614,851,Hofstígur,Hofstíg,4
8614,851,Hofstígur,Hofstíg,29
8614,851,Lækjarstígur,Lækjarstíg,13
8614,851,Hofstígur,Hofstíg,9
8614,851,Hofstígur,Hofstíg,7
8614,851,Hofstígur,Hofstíg,15
1000,200,Víðihvammur,Víðihvammi,36
5716,560,Víðilundur,Víðilundi,6
6100,640,Lækjargil,Lækjargili,3
3609,320,Refsstaðir,Refsstöðum,
8717,816,Spóavegur,Spóavegi,18
1400,221,Drangsskarð,Drangsskarði,8A
1400,221,Drangsskarð,Drangsskarði,8B
1604,270,Bugðufljót,Bugðufljóti,6
1604,270,Bugðufljót,Bugðufljóti,6
8722,803,Flóaáveitan,Flóaáveitunni,
1604,270,Bugðufljót,Bugðufljóti,6
1604,270,Bugðufljót,Bugðufljóti,6
1604,270,Bugðufljót,Bugðufljóti,6
1604,270,Bugðufljót,Bugðufljóti,6
1604,270,Bugðufljót,Bugðufljóti,10
1604,270,Bugðufljót,Bugðufljóti,10
1604,270,Bugðufljót,Bugðufljóti,10
1604,270,Bugðufljót,Bugðufljóti,10
1604,270,Bugðufljót,Bugðufljóti,10
1604,270,Bugðufljót,Bugðufljóti,10
1604,270,Bugðufljót,Bugðufljóti,10
1604,270,Bugðufljót,Bugðufljóti,10
1604,270,Bugðufljót,Bugðufljóti,10
1604,270,Bugðufljót,Bugðufljóti,10
1604,270,Bugðufljót,Bugðufljóti,10
1604,270,Bugðufljót,Bugðufljóti,10
1604,270,Bugðufljót,Bugðufljóti,10
1604,270,Bugðufljót,Bugðufljóti,10
1604,270,Bugðufljót,Bugðufljóti,10
1604,270,Bugðufljót,Bugðufljóti,10
1604,270,Bugðufljót,Bugðufljóti,10
1604,270,Bugðufljót,Bugðufljóti,12
1604,270,Bugðufljót,Bugðufljóti,10
1604,270,Bugðufljót,Bugðufljóti,10
1604,270,Bugðufljót,Bugðufljóti,12
1604,270,Bugðufljót,Bugðufljóti,12
2506,190,Breiðuholt,Breiðuholti,1
1300,210,Kauptún,Kauptúni,6A
1300,210,Kauptún,Kauptúni,2A
6513,605,Bakkatröð,Bakkatröð,22
6513,605,Bakkatröð,Bakkatröð,24
8614,851,Ægissíða,Ægissíðu,1
7400,721,Njarðvík,Njarðvík,
5716,551,Gil,Gili,3
8000,900,Foldahraun,Foldahrauni,11
8000,900,Kleifahraun,Kleifahrauni,7B
5716,560,Birkimelur,Birkimel,20
5508,530,Lindarvegur,Lindarvegi,5A
5716,560,Birkimelur,Birkimel,26
8508,870,Austurvegur,Austurvegi,18
1000,200,Fagrabrekka,Fögrubrekku,22
1000,200,Hraunbraut,Hraunbraut,25
1604,270,Uglugata,Uglugötu,44A
1604,270,Úugata,Úugötu,52
1604,270,Úugata,Úugötu,64
1604,270,Úugata,Úugötu,66
1604,270,Úugata,Úugötu,70
8717,815,Hafnarskeið,Hafnarskeiði,13
8717,815,Hafnarskeið,Hafnarskeiði,15
8717,815,Hafnarbakki,Hafnarbakka,4
8717,815,Hafnarskeið,Hafnarskeiði,4
8717,815,Hafnarbakki,Hafnarbakka,1
1606,276,Blómsturvellir,Blómsturvöllum,3
6613,641,Ljótsstaðir,Ljótsstöðum,
1606,276,Blómsturvellir,Blómsturvöllum,5
6613,660,Klappahraun,Klappahrauni,9
8719,805,Hvítárbraut,Hvítárbraut,55
7300,735,Strandgata,Strandgötu,58
6100,640,Stórigarður,Stóragarði,20
8613,861,Hólmalækur,Hólmalæk,
0000,110,Breiðhöfði,Breiðhöfða,7
1400,221,Stálhella,Stálhellu,22G
0000,110,Breiðhöfði,Breiðhöfða,9
0000,110,Breiðhöfði,Breiðhöfða,11
3609,311,Ánabrekkuland,Ánabrekkulandi,
3714,360,Gufuskálaland,Gufuskálalandi,
4100,416,Brúarland,Brúarlandi,
4100,416,Meira-Hraun,Meira-Hrauni,
4100,416,Meira-Hraun,Meira-Hrauni,
4100,416,Meira-Hraun,Meira-Hrauni,
4200,426,Veðrará,Veðrará,2
4911,512,Kirkjuból,Kirkjubóli,
4911,512,Kirkjuból,Kirkjubóli,
4911,512,Kirkjuból,Kirkjubóli,
5716,551,Hafragil,Hafragili,II
5716,561,Ytra-Skörðugil,Ytra-Skörðugili,III
5716,561,Bjarmaland,Bjarmalandi,
5716,561,Tunguhlíð,Tunguhlíð,
5716,561,Héraðsdalur,Héraðsdal,2
5716,561,Skíðastaðir,Skíðastöðum,
0000,105,Leirulækur,Leirulæk,4A
5716,561,Héraðsdalur,Héraðsdal,2
5716,561,Héraðsdalur,Héraðsdal,2
5716,561,Héraðsdalur,Héraðsdal,2
5716,551,Keldudalur,Keldudal,
5716,551,Ásgarður,Ásgarði,
5716,551,Ásgarður,Ásgarði,
5716,566,Hofsós,Hofsósi,
5716,566,Hofsós,Hofsósi,
5716,566,Hofsós,Hofsósi,
5716,566,Hofsós,Hofsósi,
5716,565,Hofsós,Hofsósi,
5508,531,Króksá,Króksá,
5508,531,Urðarbak,Urðarbaki,
5508,531,Öllukot,Öllukoti,
5613,541,Sveinsstaðir,Sveinsstöðum,
6515,604,Bitrugerði,Bitrugerði,
3511,301,Katanesvegur,Katanesvegi,8
1606,276,Eyjar,Eyjum,1
1300,210,Hellagata,Hellagötu,2
1300,210,Sjávargrund,Sjávargrund,14B
8721,806,Brekkuholt,Brekkuholti,8D
8717,815,Svartasker,Svartaskeri,5A
8717,816,Víkursandur,Víkursandi,22
8613,860,Ormsvöllur,Ormsvelli,15
8613,860,Ormsvöllur,Ormsvelli,19
2000,260,Leirdalur,Leirdal,28
3511,301,Furugerði,Fururgerði,4
1100,170,Suðurströnd,Suðurströnd,4
6613,641,Arnstapabyggð,Arnstapabyggð,12
8200,800,Smáraland,Smáralandi,21
4604,451,Sauðlauksdalur,Sauðlauksdal,5
6000,603,Borgarhlíð,Borgarhlíð,11D
7400,765,Markarland,Markarlandi,10
7400,765,Víkurland,Víkurlandi,6A
6602,610,Hafnargata,Hafnargötu,1B
1000,200,Nýbýlavegur,Nýbýlavegi,48A
8200,800,Björkurstekkur,Björkurstekk,2
8200,800,Björkurstekkur,Björkurstekk,24
8200,800,Björkurstekkur,Björkurstekk,38
8200,800,Björkurstekkur,Björkurstekk,41
8200,800,Björkurstekkur,Björkurstekk,53
8200,800,Björkurstekkur,Björkurstekk,56
8200,800,Björkurstekkur,Björkurstekk,52
8200,800,Björkurstekkur,Björkurstekk,73
8200,800,Björkurstekkur,Björkurstekk,79
6000,603,Borgarhlíð,Borgarhlíð,11B
6000,603,Borgarhlíð,Borgarhlíð,11C
7300,735,Lambeyrarbraut,Lambeyrarbraut,1A
8614,851,Höfuðból,Höfuðbóli,110
8614,851,Höfuðból,Höfuðbóli,209
8614,851,Höfuðból,Höfuðbóli,113
8614,851,Höfuðból,Höfuðbóli,104
8614,851,Höfuðból,Höfuðbóli,103
6400,621,Lækjarbakki,Lækjarbakka,1
6400,621,Lækjarbakki,Lækjarbakka,2
6400,621,Lækjarbakki,Lækjarbakka,3
6400,621,Lækjarbakki,Lækjarbakka,4
8613,861,Lóuvellir,Lóuvöllum,8
3511,301,Birkihlíð,Birkihlíð,17
1400,221,Álhella,Álhellu,26H
6613,641,Víðigerði,Víðigerði,4
3000,300,Akralundur,Akralundi,28
1300,210,Maríugata,Maríugötu,7
8717,816,Borgargerði,Borgargerði,4
8717,816,Borgargerði,Borgargerði,6
8717,816,Borgargerði,Borgargerði,8
8200,800,Austurvegur,Austurvegi,57
7502,691,Skjaldþingsstaðir,Skjaldþingsstöðum,6
1400,221,Álhella,Álhellu,26J
5716,550,Smáragrund,Smáragrund,6B
8613,861,Tindfjallaskáli,Tindfjallaskála,
8721,806,Mosaskyggnir,Mosaskyggni,
6613,607,Sólvangur III,Sólvangi III,
1604,270,Bugðufljót,Bugðufljóti,12
1604,270,Bugðufljót,Bugðufljóti,12
1604,270,Bugðufljót,Bugðufljóti,12
1604,270,Bugðufljót,Bugðufljóti,12
1604,270,Bugðufljót,Bugðufljóti,12
1604,270,Bugðufljót,Bugðufljóti,12
1604,270,Bugðufljót,Bugðufljóti,12
1604,270,Bugðufljót,Bugðufljóti,12
1604,270,Bugðufljót,Bugðufljóti,12
1604,270,Bugðufljót,Bugðufljóti,12
1604,270,Bugðufljót,Bugðufljóti,12
1604,270,Bugðufljót,Bugðufljóti,12
1604,270,Bugðufljót,Bugðufljóti,12
1604,270,Bugðufljót,Bugðufljóti,12
1604,270,Bugðufljót,Bugðufljóti,12
1604,270,Bugðufljót,Bugðufljóti,12
1604,270,Bugðufljót,Bugðufljóti,12
1604,270,Bugðufljót,Bugðufljóti,12
1604,270,Bugðufljót,Bugðufljóti,10
8401,781,Miðsker,Miðskeri,
7400,700,Lyngás,Lyngási,5C
1400,221,Stekkjarberg,Stekkjarbergi,11G
1400,221,Stekkjarberg,Stekkjarbergi,11I
1400,221,Stekkjarberg,Stekkjarbergi,11K
0000,162,Varmadalur,Varmadal,5
3716,341,Vigraás,Vigraási,12
3716,341,Vigranes,Vigranesi,2
3716,341,Vigranes,Vigranesi,4
3716,341,Vigranes,Vigranesi,6
3716,341,Vigranes,Vigranesi,8
3716,341,Vigranes,Vigranesi,10
3609,311,Laugagörn,Laugagörn,5
0000,112,Þengilsbás,Þengilsbási,2
8716,810,Tröllahraun,Tröllahrauni,40
8716,810,Tröllahraun,Tröllahrauni,36
5716,551,Keta,Ketu,2
8614,851,Skjólvegur,Skjólvegi,7
1300,210,Vetrarbraut,Vetrarbraut,1
5716,566,Naustabakki,Naustabakka,
1300,210,Vetrarbraut,Vetrarbraut,5
1300,210,Vetrarbraut,Vetrarbraut,7
1300,210,Vetrarbraut,Vetrarbraut,2
1300,210,Vetrarbraut,Vetrarbraut,6
1300,210,Vetrarbraut,Vetrarbraut,9
1300,210,Vetrarbraut,Vetrarbraut,12A
1300,225,Kumlamýri,Kumlamýri,27
1300,225,Kumlamýri,Kumlamýri,4
1300,225,Kumlamýri,Kumlamýri,8
1300,225,Kumlamýri,Kumlamýri,10
1300,225,Kumlamýri,Kumlamýri,12
1300,225,Kumlamýri,Kumlamýri,14
1300,225,Kumlamýri,Kumlamýri,16
4502,381,Árbær,Árbæ,
6400,621,Öldugata,Öldugötu,8
5716,561,Frostastaðir,Frostastöðum,3
5716,561,Syðsta-Grund,Syðstu-Grund,
6000,601,Hlíðarendi,Hlíðarenda,
6000,601,Hlíðarendi,Hlíðarenda,
1300,210,Hellagata,Hellagötu,4
1300,210,Hellagata,Hellagötu,6
6000,630,Lambhagavegur,Lambhagavegi,
6250,625,Aðalgata,Aðalgötu,5
6250,625,Bylgjubyggð,Bylgjubyggð,
6250,626,Gerði,Gerði,
6400,620,Sandskeið,Sandskeiði,
6400,621,Skeggsstaðir,Skeggsstöðum,
6400,621,Skeggsstaðir,Skeggsstöðum,
6400,621,Hofsárreitur,Hofsárreiti,
6400,621,Birkiflöt,Birkiflöt,
6513,605,Möðruvellir,Möðruvöllum,
6513,605,Stokkahlaðir,Stokkahlöðum,3
6515,604,Steðji,Steðja,
6601,606,Veigastaðir,Veigastöðum,3A
6601,606,Veigastaðir,Veigastöðum,3B
6613,660,Grímsstaðir,Grímsstöðum,3
3811,371,Hvolsel,,
6613,607,Skógar,Skógum,
6613,641,Fluga,Flugu,
6613,641,Skriðusel,Skriðuseli,
6613,641,Hafralækur,Hafralæk,
6613,641,Straumnes,Straumnesi,
7300,740,Ormsstaðir,Ormsstöðum,
7502,691,Búastaðir,Búastöðum,
7502,691,Seldalsfjall,Seldalsfjalli,
1300,210,Hellagata,Hellagötu,8
1300,210,Hellagata,Hellagötu,10
1300,210,Hellagata,Hellagötu,12
1300,210,Hellagata,Hellagötu,14
1300,210,Dyngjugata,Dyngjugötu,2
1300,210,Dyngjugata,Dyngjugötu,4
1300,210,Dyngjugata,Dyngjugötu,14
8716,810,Dalahraun,Dalahrauni,15B
3511,301,Birkihlíð,Birkihlíð,10
6515,604,Hagatún,Hagatúni,
8200,800,Dísarstaðir,Dísarstöðum,2D
8200,800,Dísarstaðir,Dísarstöðum,2E
8200,800,Dísarstaðir,Dísarstöðum,2G
8200,800,Dísarstaðir,Dísarstöðum,2F
3609,320,Bjarnastaðir,Bjarnastöðum,2
6513,605,Ytri-Varðgjá,Ytri-Varðgjá,
8614,851,Flagvelta,Flagveltu,
1606,276,Lækur,Læk,7A
1604,270,Skálahlíð,Skálahlíð,26
8717,816,Hafnarsandur,Hafnarsandi,4
3609,310,Fjóluklettur,Fjólukletti,9B
1400,221,Stuðlaskarð,Stuðlaskarði,10B
1400,221,Stuðlaskarð,Stuðlaskarði,10C
1400,221,Stuðlaskarð,Stuðlaskarði,10D
1000,200,Álfhólsvegur,Álfhólsvegi,23B
1400,221,Drekavellir,Drekavöllum,11A
1400,221,Drekavellir,Drekavöllum,11C
1400,221,Drekavellir,Drekavöllum,11F
1400,221,Borgahella,Borgahellu,19P
8613,861,Berglindarkot,Berglindarkoti,
0000,104,Naustavogur,Naustavogi,13
5716,550,Nestún,Nestúni,13
7400,701,Hákonarstaðir,Hákonarstöðum,5
5716,551,Fagranes,Fagranesi,
8716,810,Dalahraun,Dalahrauni,30
0000,105,Þvottalaugav. Undral.,Þvottalaugav. Undral.,
7400,710,Vallargata,Vallargötu,3
7400,710,Vallargata,Vallargötu,2
7400,710,Lónsleira,Lónsleiru,11
7400,710,Lónsleira,Lónsleiru,13
7400,710,Hlíðarvegur,Hlíðarvegi,6
8721,840,Hverabraut,Hverabraut,6
2000,260,Álfadalur,Álfadal,40
0000,105,Brautarholt,Brautarholti,20C
